전표번호,발주일자,봉투 종류,협회코드,제작업체,수량,조달수수료,조달단가,금액,미입고수량,수정구분,수정일자,LOT발생구분,전송구분,데이터기준일자
A00000347,2008-04-21,일반용 100L,1,(주)대신화학,30000,0,209.98,6299400,0,M,2008-07-14,1,0,2020-09-15
A00000347,2008-04-21,일반용 100L,1,(주)대신화학,30000,0,209.98,6299400,0,M,2008-07-14,1,0,2020-09-15
A00000348,2008-04-21,음식물 2L,1,(주)대신화학,100000,0,19.64,1964000,0,M,2008-05-13,1,0,2020-09-15
A00000348,2008-04-21,음식물 2L,1,(주)대신화학,100000,0,19.64,1964000,0,M,2008-05-13,1,0,2020-09-15
A00000350,2008-04-21,음식물 5L,1,(주)대신화학,100000,0,28.76,2876000,0,M,2008-05-13,1,0,2020-09-15
A00000350,2008-04-21,음식물 5L,1,(주)대신화학,100000,0,28.76,2876000,0,M,2008-05-13,1,0,2020-09-15
A00000351,2008-06-16,일반용 10L,1,(주)대신화학,80000,0,35.19,2815200,0,M,2008-08-18,1,0,2020-09-15
A00000351,2008-06-16,일반용 10L,1,(주)대신화학,80000,0,35.19,2815200,0,M,2008-08-18,1,0,2020-09-15
A00000352,2008-06-16,일반용 20L,1,(주)대신화학,120000,0,54.76,6571200,0,M,2008-08-18,1,0,2020-09-15
A00000352,2008-06-16,일반용 20L,1,(주)대신화학,120000,0,54.76,6571200,0,M,2008-08-18,1,0,2020-09-15
A00000354,2008-06-16,일반용 50L,1,(주)대신화학,120000,0,116.55,13986000,0,M,2008-10-30,1,0,2020-09-15
A00000354,2008-06-16,일반용 50L,1,(주)대신화학,120000,0,116.55,13986000,0,M,2008-10-30,1,0,2020-09-15
A00000355,2008-07-14,일반용 100L,1,(주)대신화학,70000,0,209.98,14698600,0,M,2008-11-27,1,0,2020-09-15
A00000355,2008-07-14,일반용 100L,1,(주)대신화학,70000,0,209.98,14698600,0,M,2008-11-27,1,0,2020-09-15
A00000356,2008-08-22,음식물 2L,1,(주)대신화학,50000,0,19.64,982000,0,M,2008-09-23,1,0,2020-09-15
A00000356,2008-08-22,음식물 2L,1,(주)대신화학,50000,0,19.64,982000,0,M,2008-09-23,1,0,2020-09-15
A00000357,2008-08-22,음식물 3L,1,(주)대신화학,50000,0,21.89,1094500,0,M,2008-09-23,1,0,2020-09-15
A00000357,2008-08-22,음식물 3L,1,(주)대신화학,50000,0,21.89,1094500,0,M,2008-09-23,1,0,2020-09-15
A00000359,2008-08-22,음식물 5L,1,(주)대신화학,50000,0,26.07,1303500,0,M,2008-09-23,1,0,2020-09-15
A00000359,2008-08-22,음식물 5L,1,(주)대신화학,50000,0,26.07,1303500,0,M,2008-09-23,1,0,2020-09-15
A00000362,2008-08-22,음식물 10L,1,(주)대신화학,50000,0,35.19,1759500,0,M,2008-09-29,1,0,2020-09-15
A00000362,2008-08-22,음식물 10L,1,(주)대신화학,50000,0,35.19,1759500,0,M,2008-09-29,1,0,2020-09-15
A00000366,2008-08-22,음식물 20L,1,(주)대신화학,50000,0,54.76,2738000,0,M,2008-09-29,1,0,2020-09-15
A00000366,2008-08-22,음식물 20L,1,(주)대신화학,50000,0,54.76,2738000,0,M,2008-09-29,1,0,2020-09-15
A00000367,2008-09-03,일반용 10L,1,(주)대신화학,50000,0,41.72,2086000,0,M,2008-09-23,1,0,2020-09-15
A00000367,2008-09-03,일반용 10L,1,(주)대신화학,50000,0,41.72,2086000,0,M,2008-09-23,1,0,2020-09-15
A00000368,2008-09-03,일반용 20L,1,(주)대신화학,100000,0,67.06,6706000,0,M,2008-09-29,1,0,2020-09-15
A00000368,2008-09-03,일반용 20L,1,(주)대신화학,100000,0,67.06,6706000,0,M,2008-09-29,1,0,2020-09-15
A00000369,2008-10-10,음식물 2L,1,(주)대신화학,100000,0,22.05,2205000,0,M,2008-10-30,1,0,2020-09-15
A00000369,2008-10-10,음식물 2L,1,(주)대신화학,100000,0,22.05,2205000,0,M,2008-10-30,1,0,2020-09-15
A00000370,2008-10-10,음식물 20L,1,(주)대신화학,50000,0,67.09,3354500,0,M,2008-10-30,1,0,2020-09-15
A00000370,2008-10-10,음식물 20L,1,(주)대신화학,50000,0,67.09,3354500,0,M,2008-10-30,1,0,2020-09-15
A00000371,2008-11-12,일반용 5L,1,(주)대신화학,50000,0,30.15,1507500,0,M,2009-02-09,1,0,2020-09-15
A00000371,2008-11-12,일반용 5L,1,(주)대신화학,50000,0,30.15,1507500,0,M,2009-02-09,1,0,2020-09-15
A00000372,2008-11-12,일반용 10L,1,(주)대신화학,160000,0,41.86,6697600,0,M,2009-02-02,1,0,2020-09-15
A00000372,2008-11-12,일반용 10L,1,(주)대신화학,160000,0,41.86,6697600,0,M,2009-02-02,1,0,2020-09-15
A00000374,2008-11-12,일반용 20L,1,(주)대신화학,250000,0,67.33,16832500,0,M,2009-02-16,1,0,2020-09-15
A00000374,2008-11-12,일반용 20L,1,(주)대신화학,250000,0,67.33,16832500,0,M,2009-02-16,1,0,2020-09-15
A00000377,2008-11-12,일반용 100L,1,(주)대신화학,75000,0,267.07,20030250,0,M,2009-03-27,1,0,2020-09-15
A00000377,2008-11-12,일반용 100L,1,(주)대신화학,75000,0,267.07,20030250,0,M,2009-03-27,1,0,2020-09-15
A00000379,2008-12-09,음식물 2L,1,(주)대신화학,70000,0,20.99,1469300,0,M,2009-01-07,1,0,2020-09-15
A00000379,2008-12-09,음식물 2L,1,(주)대신화학,70000,0,20.99,1469300,0,M,2009-01-07,1,0,2020-09-15
A00000380,2008-12-09,음식물 3L,1,(주)대신화학,50000,0,23.54,1177000,0,M,2009-01-07,1,0,2020-09-15
A00000380,2008-12-09,음식물 3L,1,(주)대신화학,50000,0,23.54,1177000,0,M,2009-01-07,1,0,2020-09-15
A00000382,2008-12-09,음식물 5L,1,(주)대신화학,50000,0,28.24,1412000,0,M,2009-01-07,1,0,2020-09-15
A00000382,2008-12-09,음식물 5L,1,(주)대신화학,50000,0,28.24,1412000,0,M,2009-01-07,1,0,2020-09-15
A00000385,2008-12-09,음식물 10L,1,(주)대신화학,50000,0,38.72,1936000,0,M,2009-01-07,1,0,2020-09-15
A00000385,2008-12-09,음식물 10L,1,(주)대신화학,50000,0,38.72,1936000,0,M,2009-01-07,1,0,2020-09-15
A00000386,2008-12-09,일반용 50L,1,(주)대신화학,78000,0,131.81,10281180,0,M,2009-02-16,1,0,2020-09-15
A00000386,2008-12-09,일반용 50L,1,(주)대신화학,78000,0,131.81,10281180,0,M,2009-02-16,1,0,2020-09-15
A00000387,2008-12-10,마대 60L,1,인풍마대산업,50000,0,257,12850000,50000,D,2008-12-10,0,0,2020-09-15
A00000387,2008-12-10,마대 60L,1,인풍마대산업,50000,0,257,12850000,50000,D,2008-12-10,0,0,2020-09-15
A00000388,2009-02-19,일반용 10L,1,(주)대신화학,150000,0,38.66,5799000,0,M,2009-07-07,1,0,2020-09-15
A00000388,2009-02-19,일반용 10L,1,(주)대신화학,150000,0,38.66,5799000,0,M,2009-07-07,1,0,2020-09-15
A00000389,2009-02-19,일반용 20L,1,(주)대신화학,200000,0,61.26,12252000,0,M,2009-06-23,1,0,2020-09-15
A00000389,2009-02-19,일반용 20L,1,(주)대신화학,200000,0,61.26,12252000,0,M,2009-06-23,1,0,2020-09-15
A00000391,2009-02-19,일반용 50L,1,(주)대신화학,90000,0,131.52,11836800,0,M,2009-06-23,1,0,2020-09-15
A00000391,2009-02-19,일반용 50L,1,(주)대신화학,90000,0,131.52,11836800,0,M,2009-06-23,1,0,2020-09-15
A00000394,2009-02-19,일반용 100L,1,(주)대신화학,50000,0,239.37,11968500,0,M,2009-06-23,1,0,2020-09-15
A00000394,2009-02-19,일반용 100L,1,(주)대신화학,50000,0,239.37,11968500,0,M,2009-06-23,1,0,2020-09-15
A00000398,2009-02-19,음식물 2L,1,(주)대신화학,300000,0,20.9,6270000,0,M,2009-04-28,1,0,2020-09-15
A00000398,2009-02-19,음식물 2L,1,(주)대신화학,300000,0,20.9,6270000,0,M,2009-04-28,1,0,2020-09-15
A00000403,2009-02-19,음식물 3L,1,(주)대신화학,100000,0,23.5,2350000,0,M,2009-04-28,1,0,2020-09-15
A00000403,2009-02-19,음식물 3L,1,(주)대신화학,100000,0,23.5,2350000,0,M,2009-04-28,1,0,2020-09-15
A00000409,2009-02-19,음식물 5L,1,(주)대신화학,100000,0,28.2,2820000,0,M,2009-03-16,1,0,2020-09-15
A00000409,2009-02-19,음식물 5L,1,(주)대신화학,100000,0,28.2,2820000,0,M,2009-03-16,1,0,2020-09-15
A00000416,2009-02-19,음식물 10L,1,(주)대신화학,100000,0,38.67,3867000,0,M,2009-04-28,1,0,2020-09-15
A00000416,2009-02-19,음식물 10L,1,(주)대신화학,100000,0,38.67,3867000,0,M,2009-04-28,1,0,2020-09-15
A00000424,2009-02-19,음식물 20L,1,(주)대신화학,100000,0,61.28,6128000,0,M,2009-06-23,1,0,2020-09-15
A00000424,2009-02-19,음식물 20L,1,(주)대신화학,100000,0,61.28,6128000,0,M,2009-06-23,1,0,2020-09-15
A00000425,2009-05-22,일반용 10L,1,(주)대신화학,100000,0,33.64,3364000,0,M,2009-11-10,1,0,2020-09-15
A00000425,2009-05-22,일반용 10L,1,(주)대신화학,100000,0,33.64,3364000,0,M,2009-11-10,1,0,2020-09-15
A00000426,2009-05-22,일반용 20L,1,(주)대신화학,250000,0,53.69,13422500,0,M,2009-11-10,1,0,2020-09-15
A00000426,2009-05-22,일반용 20L,1,(주)대신화학,250000,0,53.69,13422500,0,M,2009-11-10,1,0,2020-09-15
A00000428,2009-05-22,일반용 50L,1,(주)대신화학,90000,0,112.73,10145700,0,M,2009-11-10,1,0,2020-09-15
A00000428,2009-05-22,일반용 50L,1,(주)대신화학,90000,0,112.73,10145700,0,M,2009-11-10,1,0,2020-09-15
A00000431,2009-05-22,일반용 100L,1,(주)대신화학,50000,0,204.28,10214000,0,M,2009-11-10,1,0,2020-09-15
A00000431,2009-05-22,일반용 100L,1,(주)대신화학,50000,0,204.28,10214000,0,M,2009-11-10,1,0,2020-09-15
A00000432,2009-06-08,음식물 2L,1,(주)대신화학,100000,0,19.26,1926000,0,M,2010-05-17,1,0,2020-09-15
A00000432,2009-06-08,음식물 2L,1,(주)대신화학,100000,0,19.26,1926000,0,M,2010-05-17,1,0,2020-09-15
A00000433,2009-06-08,음식물 3L,1,(주)대신화학,100000,0,21.32,2132000,0,M,2010-06-16,1,0,2020-09-15
A00000433,2009-06-08,음식물 3L,1,(주)대신화학,100000,0,21.32,2132000,0,M,2010-06-16,1,0,2020-09-15
A00000435,2009-06-08,음식물 5L,1,(주)대신화학,100000,0,26.42,2642000,0,M,2009-07-07,1,0,2020-09-15
A00000435,2009-06-08,음식물 5L,1,(주)대신화학,100000,0,26.42,2642000,0,M,2009-07-07,1,0,2020-09-15
A00000438,2009-06-08,음식물 10L,1,(주)대신화학,50000,0,33.64,1682000,0,M,2010-06-16,1,0,2020-09-15
A00000438,2009-06-08,음식물 10L,1,(주)대신화학,50000,0,33.64,1682000,0,M,2010-06-16,1,0,2020-09-15
A00000439,2009-06-15,음식물 2L,1,(주)대신화학,100000,0,19.26,1926000,0,M,2010-01-19,1,0,2020-09-15
A00000439,2009-06-15,음식물 2L,1,(주)대신화학,100000,0,19.26,1926000,0,M,2010-01-19,1,0,2020-09-15
A00000440,2009-06-15,음식물 3L,1,(주)대신화학,100000,0,21.32,2132000,0,M,2010-01-19,1,0,2020-09-15
A00000440,2009-06-15,음식물 3L,1,(주)대신화학,100000,0,21.32,2132000,0,M,2010-01-19,1,0,2020-09-15
A00000442,2009-06-15,음식물 10L,1,(주)대신화학,40000,0,33.64,1345600,0,M,2009-11-10,1,0,2020-09-15
A00000442,2009-06-15,음식물 10L,1,(주)대신화학,40000,0,33.64,1345600,0,M,2009-11-10,1,0,2020-09-15
A00000443,2009-11-18,일반용 10L,1,(주)대신화학,80000,0,33.64,2691200,0,M,2009-12-17,1,0,2020-09-15
A00000443,2009-11-18,일반용 10L,1,(주)대신화학,80000,0,33.64,2691200,0,M,2009-12-17,1,0,2020-09-15
A00000444,2009-11-18,일반용 20L,1,(주)대신화학,150000,0,53.11,7966500,0,M,2010-03-16,1,0,2020-09-15
A00000444,2009-11-18,일반용 20L,1,(주)대신화학,150000,0,53.11,7966500,0,M,2010-03-16,1,0,2020-09-15
A00000446,2009-11-18,일반용 50L,1,(주)대신화학,60000,0,112.73,6763800,0,M,2010-03-16,1,0,2020-09-15
A00000446,2009-11-18,일반용 50L,1,(주)대신화학,60000,0,112.73,6763800,0,M,2010-03-16,1,0,2020-09-15
A00000449,2009-11-18,일반용 100L,1,(주)대신화학,50000,0,204.28,10214000,0,M,2010-01-19,1,0,2020-09-15
A00000449,2009-11-18,일반용 100L,1,(주)대신화학,50000,0,204.28,10214000,0,M,2010-01-19,1,0,2020-09-15
A00000453,2009-11-18,사업장용 100L,1,(주)대신화학,10000,0,204.28,2042800,0,M,2009-12-07,1,0,2020-09-15
A00000453,2009-11-18,사업장생활계용(특수용) 100L,1,(주)대신화학,10000,0,204.28,2042800,0,M,2009-12-07,1,0,2020-09-15
A00000458,2009-11-18,음식물 5L,1,(주)대신화학,135000,0,28.2,3807000,135000,D,2009-11-19,1,0,2020-09-15
A00000458,2009-11-18,음식물 5L,1,(주)대신화학,135000,0,28.2,3807000,135000,D,2009-11-19,1,0,2020-09-15
A00000459,2010-01-22,일반용 10L,1,(주)대신화학,100000,0,33.64,3364000,0,M,2010-07-13,1,0,2020-09-15
A00000459,2010-01-22,일반용 10L,1,(주)대신화학,100000,0,33.64,3364000,0,M,2010-07-13,1,0,2020-09-15
A00000460,2010-01-22,일반용 20L,1,(주)대신화학,250000,0,53.11,13277500,0,M,2010-07-13,1,0,2020-09-15
A00000460,2010-01-22,일반용 20L,1,(주)대신화학,250000,0,53.11,13277500,0,M,2010-07-13,1,0,2020-09-15
A00000462,2010-01-22,일반용 50L,1,(주)대신화학,72000,0,112.73,8116560,0,M,2010-06-29,1,0,2020-09-15
A00000462,2010-01-22,일반용 50L,1,(주)대신화학,72000,0,112.73,8116560,0,M,2010-06-29,1,0,2020-09-15
A00000465,2010-01-22,일반용 100L,1,(주)대신화학,70000,0,204.28,14299600,0,M,2010-05-17,1,0,2020-09-15
A00000465,2010-01-22,일반용 100L,1,(주)대신화학,70000,0,204.28,14299600,0,M,2010-05-17,1,0,2020-09-15
A00000466,2010-03-29,음식물 2L,1,(주)대신화학,50000,0,19.26,963000,0,M,2010-06-16,1,0,2020-09-15
A00000466,2010-03-29,음식물 2L,1,(주)대신화학,50000,0,19.26,963000,0,M,2010-06-16,1,0,2020-09-15
A00000467,2010-03-29,음식물 5L,1,(주)대신화학,200000,0,26.42,5284000,0,M,2010-06-16,1,0,2020-09-15
A00000467,2010-03-29,음식물 5L,1,(주)대신화학,200000,0,26.42,5284000,0,M,2010-06-16,1,0,2020-09-15
A00000468,2010-04-23,일반용 10L,1,(주)대신화학,100000,0,33.64,3364000,0,M,2010-07-13,1,0,2020-09-15
A00000468,2010-04-23,일반용 10L,1,(주)대신화학,100000,0,33.64,3364000,0,M,2010-07-13,1,0,2020-09-15
A00000469,2010-04-23,일반용 20L,1,(주)대신화학,160000,0,53.11,8497600,0,M,2010-10-26,1,0,2020-09-15
A00000469,2010-04-23,일반용 20L,1,(주)대신화학,160000,0,53.11,8497600,0,M,2010-10-26,1,0,2020-09-15
A00000471,2010-04-23,일반용 50L,1,(주)대신화학,60000,0,112.73,6763800,0,M,2010-10-26,1,0,2020-09-15
A00000471,2010-04-23,일반용 50L,1,(주)대신화학,60000,0,112.73,6763800,0,M,2010-10-26,1,0,2020-09-15
A00000474,2010-04-23,일반용 100L,1,(주)대신화학,62000,0,204.28,12665360,0,M,2010-10-26,1,0,2020-09-15
A00000474,2010-04-23,일반용 100L,1,(주)대신화학,62000,0,204.28,12665360,0,M,2010-10-26,1,0,2020-09-15
A00000478,2010-04-23,사업장용 100L,1,(주)대신화학,4000,0,204.28,817120,0,M,2010-05-17,1,0,2020-09-15
A00000478,2010-04-23,사업장생활계용(특수용) 100L,1,(주)대신화학,4000,0,204.28,817120,0,M,2010-05-17,1,0,2020-09-15
A00000479,2010-10-05,음식물 2L,1,(주)대신화학,300000,0,19.26,5778000,0,M,2011-09-05,1,0,2020-09-15
A00000479,2010-10-05,음식물 2L,1,(주)대신화학,300000,0,19.26,5778000,0,M,2011-09-05,1,0,2020-09-15
A00000480,2010-10-05,음식물 5L,1,(주)대신화학,100000,0,26.42,2642000,0,M,2011-06-08,1,0,2020-09-15
A00000480,2010-10-05,음식물 5L,1,(주)대신화학,100000,0,26.42,2642000,0,M,2011-06-08,1,0,2020-09-15
A00000482,2010-10-05,일반용 10L,1,(주)대신화학,130000,0,33.64,4373200,0,M,2011-02-28,1,0,2020-09-15
A00000482,2010-10-05,일반용 10L,1,(주)대신화학,130000,0,33.64,4373200,0,M,2011-02-28,1,0,2020-09-15
A00000485,2010-10-05,일반용 20L,1,(주)대신화학,190000,0,53.11,10090900,0,M,2011-02-28,1,0,2020-09-15
A00000485,2010-10-05,일반용 20L,1,(주)대신화학,190000,0,53.11,10090900,0,M,2011-02-28,1,0,2020-09-15
A00000489,2010-10-05,일반용 50L,1,(주)대신화학,78000,0,112.73,8792940,0,M,2011-05-06,1,0,2020-09-15
A00000489,2010-10-05,일반용 50L,1,(주)대신화학,78000,0,112.73,8792940,0,M,2011-05-06,1,0,2020-09-15
A00000494,2010-10-05,일반용 100L,1,(주)대신화학,70000,0,204.28,14299600,0,M,2011-05-06,1,0,2020-09-15
A00000494,2010-10-05,일반용 100L,1,(주)대신화학,70000,0,204.28,14299600,0,M,2011-05-06,1,0,2020-09-15
A00000500,2010-10-05,사업장용 100L,1,(주)대신화학,10000,0,204.28,2042800,0,M,2010-10-26,1,0,2020-09-15
A00000500,2010-10-05,사업장생활계용(특수용) 100L,1,(주)대신화학,10000,0,204.28,2042800,0,M,2010-10-26,1,0,2020-09-15
A00000501,2011-02-07,일반용 5L,1,(주)대신화학,60000,0,26.42,1585200,0,M,2011-09-05,1,0,2020-09-15
A00000501,2011-02-07,일반용 5L,1,(주)대신화학,60000,0,26.42,1585200,0,M,2011-09-05,1,0,2020-09-15
A00000502,2011-02-07,일반용 10L,1,(주)대신화학,120000,0,34.64,4156800,0,M,2011-07-01,1,0,2020-09-15
A00000502,2011-02-07,일반용 10L,1,(주)대신화학,120000,0,34.64,4156800,0,M,2011-07-01,1,0,2020-09-15
A00000504,2011-02-07,일반용 20L,1,(주)대신화학,250000,0,54.11,13527500,0,M,2011-08-18,1,0,2020-09-15
A00000504,2011-02-07,일반용 20L,1,(주)대신화학,250000,0,54.11,13527500,0,M,2011-08-18,1,0,2020-09-15
A00000507,2011-02-07,일반용 50L,1,(주)대신화학,72000,0,114.73,8260560,0,M,2011-09-05,1,0,2020-09-15
A00000507,2011-02-07,일반용 50L,1,(주)대신화학,72000,0,114.73,8260560,0,M,2011-09-05,1,0,2020-09-15
A00000511,2011-02-07,일반용 100L,1,(주)대신화학,60000,0,208.28,12496800,0,M,2011-09-27,1,0,2020-09-15
A00000511,2011-02-07,일반용 100L,1,(주)대신화학,60000,0,208.28,12496800,0,M,2011-09-27,1,0,2020-09-15
A00000516,2011-02-07,사업장용 100L,1,(주)대신화학,6000,0,208.28,1249680,0,M,2011-05-06,1,0,2020-09-15
A00000516,2011-02-07,사업장생활계용(특수용) 100L,1,(주)대신화학,6000,0,208.28,1249680,0,M,2011-05-06,1,0,2020-09-15
A00000522,2011-02-07,재사용 20L,1,(주)대신화학,20000,0,55.13,1102600,0,M,2011-03-15,1,0,2020-09-15
A00000522,2011-02-07,재사용 20L,1,(주)대신화학,20000,0,55.13,1102600,0,M,2011-03-15,1,0,2020-09-15
A00000523,2011-04-13,일반용 10L,1,(주)대신화학,130000,0,34.64,4503200,0,M,2011-11-21,1,0,2020-09-15
A00000523,2011-04-13,일반용 10L,1,(주)대신화학,130000,0,34.64,4503200,0,M,2011-11-21,1,0,2020-09-15
A00000524,2011-04-13,일반용 20L,1,(주)대신화학,80000,0,54.11,4328800,0,M,2011-11-02,1,0,2020-09-15
A00000524,2011-04-13,일반용 20L,1,(주)대신화학,80000,0,54.11,4328800,0,M,2011-11-02,1,0,2020-09-15
A00000525,2011-04-13,일반용 50L,1,(주)대신화학,21000,0,114.73,2409330,0,M,2011-10-24,1,0,2020-09-15
A00000525,2011-04-13,일반용 50L,1,(주)대신화학,21000,0,114.73,2409330,0,M,2011-10-24,1,0,2020-09-15
A00000527,2011-04-13,사업장용 100L,1,(주)대신화학,4000,0,208.28,833120,0,M,2011-08-05,1,0,2020-09-15
A00000527,2011-04-13,사업장생활계용(특수용) 100L,1,(주)대신화학,4000,0,208.28,833120,0,M,2011-08-05,1,0,2020-09-15
A00000530,2011-04-13,재사용 20L,1,(주)대신화학,70000,0,55.13,3859100,0,M,2011-12-05,1,0,2020-09-15
A00000530,2011-04-13,재사용 20L,1,(주)대신화학,70000,0,55.13,3859100,0,M,2011-12-05,1,0,2020-09-15
A00000534,2011-04-13,음식물 2L,1,(주)대신화학,30000,0,19.26,577800,0,M,2011-11-02,1,0,2020-09-15
A00000534,2011-04-13,음식물 2L,1,(주)대신화학,30000,0,19.26,577800,0,M,2011-11-02,1,0,2020-09-15
A00000539,2011-04-13,음식물 3L,1,(주)대신화학,40000,0,21.32,852800,0,M,2011-11-21,1,0,2020-09-15
A00000539,2011-04-13,음식물 3L,1,(주)대신화학,40000,0,21.32,852800,0,M,2011-11-21,1,0,2020-09-15
A00000545,2011-04-13,음식물 5L,1,(주)대신화학,80000,0,26.42,2113600,0,M,2011-09-05,1,0,2020-09-15
A00000545,2011-04-13,음식물 5L,1,(주)대신화학,80000,0,26.42,2113600,0,M,2011-09-05,1,0,2020-09-15
A00000552,2011-04-13,음식물 20L,1,(주)대신화학,40000,0,53.11,2124400,0,M,2011-09-05,1,0,2020-09-15
A00000552,2011-04-13,음식물 20L,1,(주)대신화학,40000,0,53.11,2124400,0,M,2011-09-05,1,0,2020-09-15
A00000553,2011-09-16,일반용 10L,1,(주)대신화학,70000,0,37.64,2634800,0,M,2011-11-21,1,0,2020-09-15
A00000553,2011-09-16,일반용 10L,1,(주)대신화학,70000,0,37.64,2634800,0,M,2011-11-21,1,0,2020-09-15
A00000554,2011-09-16,일반용 20L,1,(주)대신화학,250000,0,58.11,14527500,0,M,2012-02-17,1,0,2020-09-15
A00000554,2011-09-16,일반용 20L,1,(주)대신화학,250000,0,58.11,14527500,0,M,2012-02-17,1,0,2020-09-15
A00000556,2011-09-16,일반용 50L,1,(주)대신화학,78000,0,124.73,9728940,0,M,2012-01-25,1,0,2020-09-15
A00000556,2011-09-16,일반용 50L,1,(주)대신화학,78000,0,124.73,9728940,0,M,2012-01-25,1,0,2020-09-15
A00000559,2011-09-16,일반용 100L,1,(주)대신화학,78000,0,227.28,17727840,0,M,2012-02-17,1,0,2020-09-15
A00000559,2011-09-16,일반용 100L,1,(주)대신화학,78000,0,227.28,17727840,0,M,2012-02-17,1,0,2020-09-15
A00000563,2011-09-16,사업장용 100L,1,(주)대신화학,8000,0,227.28,1818240,0,M,2011-12-16,1,0,2020-09-15
A00000563,2011-09-16,사업장생활계용(특수용) 100L,1,(주)대신화학,8000,0,227.28,1818240,0,M,2011-12-16,1,0,2020-09-15
A00000568,2011-09-16,재사용 20L,1,(주)대신화학,50000,0,61.13,3056500,0,M,2012-02-17,1,0,2020-09-15
A00000568,2011-09-16,재사용 20L,1,(주)대신화학,50000,0,61.13,3056500,0,M,2012-02-17,1,0,2020-09-15
A00000574,2011-09-16,음식물 2L,1,(주)대신화학,300000,0,20.26,6078000,0,M,2012-02-17,1,0,2020-09-15
A00000574,2011-09-16,음식물 2L,1,(주)대신화학,300000,0,20.26,6078000,0,M,2012-02-17,1,0,2020-09-15
A00000581,2011-09-16,음식물 3L,1,(주)대신화학,100000,0,23.32,2332000,0,M,2011-11-21,1,0,2020-09-15
A00000581,2011-09-16,음식물 3L,1,(주)대신화학,100000,0,23.32,2332000,0,M,2011-11-21,1,0,2020-09-15
A00000589,2011-09-16,음식물 5L,1,(주)대신화학,200000,0,28.42,5684000,0,M,2012-02-17,1,0,2020-09-15
A00000589,2011-09-16,음식물 5L,1,(주)대신화학,200000,0,28.42,5684000,0,M,2012-02-17,1,0,2020-09-15
A00000598,2011-09-16,음식물 20L,1,(주)대신화학,40000,0,58.11,2324400,0,M,2012-02-17,1,0,2020-09-15
A00000598,2011-09-16,음식물 20L,1,(주)대신화학,40000,0,58.11,2324400,0,M,2012-02-17,1,0,2020-09-15
A00000599,2012-01-10,일반용 10L,1,(주)대신화학,100000,0,37.64,3764000,0,M,2012-05-29,1,0,2020-09-15
A00000599,2012-01-10,일반용 10L,1,(주)대신화학,100000,0,37.64,3764000,0,M,2012-05-29,1,0,2020-09-15
A00000600,2012-01-10,일반용 20L,1,(주)대신화학,165000,0,58.11,9588150,0,M,2012-05-29,1,0,2020-09-15
A00000600,2012-01-10,일반용 20L,1,(주)대신화학,165000,0,58.11,9588150,0,M,2012-05-29,1,0,2020-09-15
A00000602,2012-01-10,일반용 50L,1,(주)대신화학,75000,0,124.73,9354750,0,M,2012-06-12,1,0,2020-09-15
A00000602,2012-01-10,일반용 50L,1,(주)대신화학,75000,0,124.73,9354750,0,M,2012-06-12,1,0,2020-09-15
A00000605,2012-01-10,일반용 100L,1,(주)대신화학,55000,0,227.28,12500400,0,M,2012-06-12,1,0,2020-09-15
A00000605,2012-01-10,일반용 100L,1,(주)대신화학,55000,0,227.28,12500400,0,M,2012-06-12,1,0,2020-09-15
A00000609,2012-01-10,사업장용 100L,1,(주)대신화학,6000,0,227.28,1363680,0,M,2012-05-08,1,0,2020-09-15
A00000609,2012-01-10,사업장생활계용(특수용) 100L,1,(주)대신화학,6000,0,227.28,1363680,0,M,2012-05-08,1,0,2020-09-15
A00000610,2012-05-17,일반용 10L,1,(주)대신화학,50000,0.54,37.64,1882000,0,M,2012-07-25,1,0,2020-09-15
A00000610,2012-05-17,일반용 10L,1,(주)대신화학,50000,0.54,37.64,1882000,0,M,2012-07-25,1,0,2020-09-15
A00000611,2012-05-17,일반용 20L,1,(주)대신화학,50000,0.54,58.11,2905500,0,M,2012-07-25,1,0,2020-09-15
A00000611,2012-05-17,일반용 20L,1,(주)대신화학,50000,0.54,58.11,2905500,0,M,2012-07-25,1,0,2020-09-15
A00000613,2012-05-17,일반용 50L,1,(주)대신화학,90000,0.54,124.73,11225700,0,M,2012-10-29,1,0,2020-09-15
A00000613,2012-05-17,일반용 50L,1,(주)대신화학,90000,0.54,124.73,11225700,0,M,2012-10-29,1,0,2020-09-15
A00000616,2012-05-17,일반용 100L,1,(주)대신화학,60000,0.54,227.28,13636800,0,M,2012-11-23,1,0,2020-09-15
A00000616,2012-05-17,일반용 100L,1,(주)대신화학,60000,0.54,227.28,13636800,0,M,2012-11-23,1,0,2020-09-15
A00000620,2012-05-17,재사용 20L,1,(주)대신화학,50000,0.54,61.12,3056000,0,M,2012-09-11,1,0,2020-09-15
A00000620,2012-05-17,재사용 20L,1,(주)대신화학,50000,0.54,61.12,3056000,0,M,2012-09-11,1,0,2020-09-15
A00000625,2012-05-17,음식물 2L,1,(주)대신화학,150000,0.54,20.26,3039000,0,M,2012-12-26,1,0,2020-09-15
A00000625,2012-05-17,음식물 2L,1,(주)대신화학,150000,0.54,20.26,3039000,0,M,2012-12-26,1,0,2020-09-15
A00000631,2012-05-17,음식물 3L,1,(주)대신화학,100000,0.54,23.32,2332000,0,M,2012-11-08,1,0,2020-09-15
A00000631,2012-05-17,음식물 3L,1,(주)대신화학,100000,0.54,23.32,2332000,0,M,2012-11-08,1,0,2020-09-15
